setup,trace_type,episode_id,episode_step,reward,attacker_reward,sage_reward,sage_score,sage_previous_action,hard_gap_value,hard_baseline_score,hard_gap_percent,smoothed_gap_value,smoothed_baseline_score,smoothed_gap_percent,best_baseline_method,best_baseline_previous_action,shield_risk_label,shield_backoff_label,shield_push_label,shield_action_label_id,shield_action_label,shield_action_delta_to_best_baseline,shield_label_valid,shield_label_reason,has_env_error,env_bootstrap_placeholder,env_nonfinite_sage_values,current_rtt_ms,current_rttvar_ms,current_delivery_rate_mbps,windowed_delivery_rate_mbps,max_windowed_delivery_rate_mbps,current_loss_mbps,current_min_rtt_ratio,previous_action,time_delta_ms,delivery_growth_ratio,max_delivery_growth_ratio,rtt_inflation,windowed_vs_max_rate_ratio,loss_to_windowed_rate_ratio,current_rtt_ms_avg,current_rtt_ms_min,current_rtt_ms_max,current_rtt_ms_delta,windowed_delivery_rate_mbps_avg,windowed_delivery_rate_mbps_min,windowed_delivery_rate_mbps_max,windowed_delivery_rate_mbps_delta,current_loss_mbps_avg,current_loss_mbps_min,current_loss_mbps_max,current_loss_mbps_delta,current_min_rtt_ratio_avg,current_min_rtt_ratio_min,current_min_rtt_ratio_max,current_min_rtt_ratio_delta,previous_action_avg,previous_action_min,previous_action_max,previous_action_delta,gap_score_reno,baseline_rate_reno_mbps,baseline_rtt_reno_ms,baseline_previous_action_reno,gap_score_bbr,baseline_rate_bbr_mbps,baseline_rtt_bbr_ms,baseline_previous_action_bbr,gap_score_cubic,baseline_rate_cubic_mbps,baseline_rtt_cubic_ms,baseline_previous_action_cubic
clean,clean,clean-000,0,0.03833060020322588,0.03833060020322588,0.7573183753052456,0.7573183753052456,0.014726158069665748,0.047619337019885286,0.8049377123251309,5.915903341431574,0.04047643646690249,0.7888389580786282,5.131140653282488,reno,0.02156287436052927,0,0,0,0,noop,-0.00683671629086352,1,not_risky,0,0,0.0,58.3370816178789,0.4044302762619317,42.07924262092988,38.80601211980074,38.80601211980074,0.00195877169284933,0.9455304573334032,0.014726158069665748,0.37916371936748805,1.0,1.0,1.0576073909033163,1.0,5.047598518503447e-05,58.3370816178789,58.3370816178789,58.3370816178789,0.0,38.80601211980074,38.80601211980074,38.80601211980074,0.0,0.00195877169284933,0.00195877169284933,0.00195877169284933,0.0,0.9455304573334032,0.9455304573334032,0.9455304573334032,0.0,0.014726158069665748,0.014726158069665748,0.014726158069665748,0.0,0.8049377123251309,42.50003504713918,57.17033998552132,0.02156287436052927,0.7515305006430811,41.65845019472059,58.3370816178789,0.034537575653594756,0.7286029836057377,41.65845019472059,58.3370816178789,0.028419860468621848
clean,clean,clean-000,1,0.03110091160493996,0.03110091160493996,0.7255414429274389,0.7255414429274389,0.006897643744956716,0.04059450752391587,0.7661359504513549,5.29860366166088,0.03450533139532849,0.7508132314423277,4.595727665726274,reno,-0.002871000222387598,0,0,0,0,noop,0.009768643967344314,1,not_risky,0,0,0.0,53.92583384615201,1.178450359135171,39.45634450491649,37.42854942021,38.22392193800373,0.00720687402330132,0.9399415126446817,0.006897643744956716,0.34091594567362016,0.9376676491152246,1.0,1.0638959834706456,0.9791917606182913,0.00019255018254621116,56.131457732015456,53.92583384615201,58.3370816178789,-4.411247771726892,38.117280770005365,37.42854942021,38.80601211980074,-1.377462699590744,0.0045828228580753255,0.00195877169284933,0.00720687402330132,0.00524810233045199,0.9427359849890424,0.9399415126446817,0.9455304573334032,-0.005588944688721509,0.010811900907311232,0.006897643744956716,0.014726158069665748,-0.007828514324709032,0.7661359504513549,39.85090794996565,52.847317169228965,-0.002871000222387598,0.7231821244521129,39.06178105986732,53.92583384615201,0.01757567785682133,0.7020916298955941,39.06178105986732,53.92583384615201,-0.004940564584470838
clean,clean,clean-000,2,0.02705775872229322,0.02705775872229322,0.7194967811892523,0.7194967811892523,0.01830136459410746,0.03582292188609068,0.755319703075343,4.742749558926487,0.030449483603177077,0.7402133090138362,4.113609311313789,reno,0.010362009429840889,0,0,0,0,noop,0.007939355164266573,1,not_risky,0,0,0.0,55.86343302002927,0.7725494671925361,42.99090162882922,41.31990994605525,41.31990994605525,0.007962762265760967,0.9664821915262161,0.01830136459410746,0.3531951053123881,1.0895814644834194,1.0895814644834194,1.0346802132182638,1.0,0.00019271005856877867,56.04211616135339,53.92583384615201,58.3370816178789,-2.473648597849632,39.18482382868866,37.42854942021,41.31990994605525,2.5138978262545066,0.005709469327303873,0.00195877169284933,0.007962762265760967,0.006003990572911637,0.9506513871681003,0.9399415126446817,0.9664821915262161,0.02095173419281282,0.013308388802909974,0.006897643744956716,0.01830136459410746,0.003575206524441713,0.755319703075343,43.42081064511751,54.746164359628686,0.010362009429840889,0.6984019009464418,42.56099261254093,55.86343302002927,0.012042211034409868,0.6891455082112519,42.56099261254093,55.86343302002927,0.01638977776517537
clean,clean,clean-000,3,0.038871817160191086,0.038871817160191086,0.7221536180662607,0.7221536180662607,0.029875225868050616,0.05032114815885519,0.7724747662251159,6.514277275976483,0.04277297593502691,0.7570252709006136,5.650138453653072,reno,0.029656335576261413,0,0,0,0,noop,0.00021889029178920327,1,not_risky,0,0,0.0,54.602104633393886,0.5201127458201991,42.20740943152261,41.91755533050456,41.91755533050456,0.0068025406783407405,0.9617228404409255,0.029875225868050616,0.3373759202869083,0.9817753950807767,1.073237742516168,1.0398006140121674,1.0,0.00016228381222867602,55.68211327936351,53.92583384615201,58.3370816178789,-3.734976984485016,39.86800670414264,37.42854942021,41.91755533050456,3.1115432107038217,0.00598273716506309,0.00195877169284933,0.007962762265760967,0.004843768985491411,0.9534192504863066,0.9399415126446817,0.9664821915262161,0.016192383107522246,0.017450098069195133,0.006897643744956716,0.029875225868050616,0.015149067798384867,0.7724747662251159,42.62948352583784,53.510062540726004,0.029656335576261413,0.7266152648848742,41.785335337207385,54.602104633393886,0.05725388718984766,0.7026111872049535,41.785335337207385,54.602104633393886,0.013920571871859216
clean,clean,clean-000,4,0.04561809749171117,0.04561809749171117,0.7601353881124241,0.7601353881124241,0.04748971456525554,0.05590197181162969,0.8160373599240538,6.850418198602123,0.047516676039885235,0.7997166127255727,5.941689253889597,reno,0.03234885864392069,0,0,0,0,noop,0.01514085592133485,1,not_risky,0,0,0.0,53.33175314133329,0.48876382121763967,50.59461438855029,46.13695791517808,46.13695791517808,0.007602644460727718,0.9349000259753439,0.04748971456525554,0.33243705398791845,1.1987140426288208,1.1987140426288208,1.0696330861224865,1.0,0.00016478425982712242,54.43078116022711,53.33175314133329,55.86343302002927,-0.5940807048187224,41.70074315298697,37.42854942021,46.13695791517808,8.708408494968083,0.007393705357032687,0.0068025406783407405,0.007962762265760967,0.00039577043742639734,0.9507616426467919,0.9349000259753439,0.9664821915262161,-0.005041486669337791,0.025640987193092584,0.006897643744956716,0.04748971456525554,0.04059207082029882,0.8160373599240538,51.10056053243579,52.26511807850662,0.03234885864392069,0.7651214802735946,50.08866824466479,53.33175314133329,0.054384309577229804,0.7421917777903553,50.08866824466479,53.33175314133329,0.036560965086703666
clean,clean,clean-000,5,0.040138571059794244,0.040138571059794244,0.7372121132046666,0.7372121132046666,0.025645670071292374,0.050928204243806396,0.788140317448473,6.461819439548717,0.04328897360723544,0.7723775110995036,5.604639309812662,reno,0.03029278714260844,0,0,0,0,noop,-0.004647117071316067,1,not_risky,0,0,0.0,51.69569726445616,0.6847062534745657,44.42179804507226,42.5026267145608,45.444903546450405,0.007397624811214422,0.9469438891641774,0.025645670071292374,0.3078770857365082,0.8779945964984969,1.1807333319893885,1.0560287799973584,0.935256176110436,0.00017405100303318668,53.87324701480315,51.69569726445616,55.86343302002927,-4.167735755573112,42.96926247657467,41.31990994605525,46.13695791517808,1.18271676850555,0.007441393054010962,0.0068025406783407405,0.007962762265760967,-0.0005651374545465448,0.9525122367766657,0.9349000259753439,0.9664821915262161,-0.019538302362038684,0.030327993774676498,0.01830136459410746,0.04748971456525554,0.007344305477184912,0.788140317448473,44.86601602552298,50.661783319167036,0.03029278714260844,0.7469225833902893,43.977580064621534,51.69569726445616,0.06637365742886148,0.7154130890112106,43.977580064621534,51.69569726445616,0.02567894135209152
clean,clean,clean-000,6,0.02926762206263827,0.02926762206263827,0.747285699038682,0.747285699038682,0.022345902382145115,0.0373031336214742,0.7845888326601562,4.75448184687992,0.03170766357825307,0.7688970560069531,4.123785275355032,reno,0.029500167966213214,0,0,0,0,noop,-0.007154265584068099,1,not_risky,0,0,0.0,52.1541980747835,0.283518289037686,39.5349184265981,38.76947366143085,44.763229993253645,0.01662918706113194,0.9376859759416418,0.022345902382145115,0.34479897218230143,0.8899891532189732,1.1630223320095476,1.0664551093406098,0.866100897260405,0.000428924756790681,52.94593827849171,51.69569726445616,54.602104633393886,-2.4479065586103843,42.33165340541857,38.76947366143085,46.13695791517808,-3.1480816690737115,0.009607999252853706,0.0068025406783407405,0.01662918706113194,0.0098266463827912,0.9453131828805221,0.9349000259753439,0.9617228404409255,-0.02403686449928366,0.031339128221685914,0.022345902382145115,0.04748971456525554,-0.007529323485905501,0.7845888326601562,39.93026761086408,51.11111411328783,0.029500167966213214,0.7422756251857611,39.139569242332115,52.1541980747835,0.03000068729839933,0.7133587921187219,39.139569242332115,52.1541980747835,0.023598673975803754
clean,clean,clean-000,7,0.029774706484940353,0.029774706484940353,0.7369681233259465,0.7369681233259465,0.0332885888639325,0.03840070111954018,0.7753688244454867,4.9525722351556825,0.032640595951609154,0.759861447956577,4.295598367226868,reno,0.03194853289596199,0,0,0,0,noop,0.001340055967970516,1,not_risky,0,0,0.0,50.38999977965365,0.5792319111095842,41.81886167859557,39.670849269953166,44.09178154335484,0.010120762196218297,0.962177885895143,0.0332885888639325,0.3117542721496724,1.0577702786016345,1.1455769970294043,1.039308858226013,0.899733417007552,0.0002551183648060642,51.89291206505665,50.38999977965365,53.33175314133329,-2.9417533616796376,41.769976890280724,38.76947366143085,46.13695791517808,-6.466108645224914,0.010437554632323095,0.007397624811214422,0.01662918706113194,0.0025181177354905793,0.9454269442440766,0.9349000259753439,0.962177885895143,0.02727785991979903,0.03219246897065638,0.022345902382145115,0.04748971456525554,-0.014201125701323036,0.7753688244454867,42.23705029538152,49.382199784060575,0.03194853289596199,0.7326109148867588,41.40067306180961,50.38999977965365,0.04920199076623417,0.7054120173876662,41.40067306180961,50.38999977965365,0.03772717185212025
clean,clean,clean-000,8,0.030371417633623516,0.030371417633623516,0.7596319090891215,0.7596319090891215,0.03519572286511202,0.038073476956427744,0.7977053860455492,4.77287450009191,0.032362455412963585,0.7817512783246382,4.139738086814412,reno,0.060749057239747856,0,0,0,0,noop,-0.025553334374635833,1,not_risky,0,0,0.0,48.4908185572446,0.6220664253593802,33.99020103338588,33.739156275113636,43.430404820204515,0.01287403685277393,0.9613495693102585,0.03519572286511202,0.35399030560154715,0.8127959410904605,1.1283933420739631,1.040204345977366,0.7768556709242932,0.0003815755423104625,50.682678419034474,48.4908185572446,52.1541980747835,-3.204878707211556,38.67052648026461,33.739156275113636,42.5026267145608,-8.763470439447161,0.011755402730334649,0.007397624811214422,0.01662918706113194,0.0054764120415595075,0.9520393300778052,0.9376859759416418,0.962177885895143,0.014405680146081123,0.029118971045620504,0.022345902382145115,0.03519572286511202,0.009550052793819649,0.7977053860455492,34.33010304371974,47.52100218609971,0.060749057239747856,0.7467231400839004,33.65029902305202,48.4908185572446,0.07700993029581214,0.7346071243237087,33.65029902305202,48.4908185572446,0.06693426475137729
clean,clean,clean-000,9,0.03345364589538595,0.03345364589538595,0.7558252552608264,0.7558252552608264,0.00670524228599086,0.04193448742208933,0.7977597426829158,5.256530905039282,0.035644314308775925,0.7818045478292575,4.559235989064684,reno,0.0047312271151976094,0,0,0,0,noop,0.00197401517079325,1,not_risky,0,0,0.0,50.63147906720048,0.7574787835988779,34.5793746061151,32.62414037368933,42.778948747901445,0.0076158135864334365,0.9513942002742495,0.00670524228599086,0.3545322799652213,1.017333630129181,1.1114674419428536,1.051089022522672,0.7626213670173401,0.00023344105006902887,50.41662386972056,48.4908185572446,52.1541980747835,-1.5227190075830208,36.20090489504675,32.62414037368933,39.670849269953166,-6.145333287741522,0.0118099499241394,0.0076158135864334365,0.01662918706113194,-0.009013373474698504,0.9531519078553232,0.9376859759416418,0.962177885895143,0.013708224332607655,0.024383864099295122,0.00670524228599086,0.03519572286511202,-0.015640660096154255,0.7977597426829158,34.92516835217626,49.61884948585647,0.0047312271151976094,0.7565084670350658,34.23358086005395,50.63147906720048,0.022642479070180514,0.7214676706845597,34.23358086005395,50.63147906720048,-0.005963548389991646
