setup,trace_type,episode_id,episode_step,reward,attacker_reward,sage_reward,sage_score,sage_previous_action,hard_gap_value,hard_baseline_score,hard_gap_percent,smoothed_gap_value,smoothed_baseline_score,smoothed_gap_percent,best_baseline_method,best_baseline_previous_action,shield_risk_label,shield_backoff_label,shield_push_label,shield_action_label_id,shield_action_label,shield_action_delta_to_best_baseline,shield_label_valid,shield_label_reason,has_env_error,env_bootstrap_placeholder,env_nonfinite_sage_values,current_rtt_ms,current_rttvar_ms,current_delivery_rate_mbps,windowed_delivery_rate_mbps,max_windowed_delivery_rate_mbps,current_loss_mbps,current_min_rtt_ratio,previous_action,time_delta_ms,delivery_growth_ratio,max_delivery_growth_ratio,rtt_inflation,windowed_vs_max_rate_ratio,loss_to_windowed_rate_ratio,current_rtt_ms_avg,current_rtt_ms_min,current_rtt_ms_max,current_rtt_ms_delta,windowed_delivery_rate_mbps_avg,windowed_delivery_rate_mbps_min,windowed_delivery_rate_mbps_max,windowed_delivery_rate_mbps_delta,current_loss_mbps_avg,current_loss_mbps_min,current_loss_mbps_max,current_loss_mbps_delta,current_min_rtt_ratio_avg,current_min_rtt_ratio_min,current_min_rtt_ratio_max,current_min_rtt_ratio_delta,previous_action_avg,previous_action_min,previous_action_max,previous_action_delta,gap_score_reno,baseline_rate_reno_mbps,baseline_rtt_reno_ms,baseline_previous_action_reno,gap_score_bbr,baseline_rate_bbr_mbps,baseline_rtt_bbr_ms,baseline_previous_action_bbr,gap_score_cubic,baseline_rate_cubic_mbps,baseline_rtt_cubic_ms,baseline_previous_action_cubic
clean,clean,clean-000,0,0.04467659820883258,0.04467659820883258,0.7183468164272219,0.7183468164272219,0.02361595054909485,0.05757847885663831,0.7759252952838602,7.420621444693863,0.048941707028142566,0.760406789378183,6.436253293867127,reno,0.0392639510906565,0,0,0,0,noop,-0.015648000541561652,1,not_risky,0,0,0.0,57.460633975664926,0.16399753802889322,37.6036854101261,35.31489026065452,35.31489026065452,0.004419600468612159,0.9419649594025833,0.02361595054909485,0.3244181384365662,1.0,1.0,1.0616106151488096,1.0,0.00012514835628800412,57.460633975664926,57.460633975664926,57.460633975664926,0.0,35.31489026065452,35.31489026065452,35.31489026065452,0.0,0.004419600468612159,0.004419600468612159,0.004419600468612159,0.0,0.9419649594025833,0.9419649594025833,0.9419649594025833,0.0,0.02361595054909485,0.02361595054909485,0.02361595054909485,0.0,0.7759252952838602,37.979722264227355,56.31142129615163,0.0392639510906565,0.7186617168368624,37.22764855602484,57.460633975664926,0.05110094952696496,0.7099310574731125,37.22764855602484,57.460633975664926,0.04968908478508328
clean,clean,clean-000,1,0.02907957357311394,0.02907957357311394,0.7338764383935769,0.7338764383935769,0.031034006147124767,0.03768905408125482,0.7715654924748316,4.884751125969288,0.0320356959690666,0.7561341826253349,4.23677393578969,reno,0.032162153720255264,0,0,0,0,noop,-0.0011281475731304974,1,not_risky,0,0,0.0,58.51846641436626,0.4378242054988987,38.947265564905685,36.62643563727686,36.62643563727686,0.0018723691275486613,0.9552726510513952,0.031034006147124767,0.34550487808675123,1.0357300126337559,1.0357300126337559,1.046821552882705,1.0,5.112070271023157e-05,57.989550195015596,57.460633975664926,58.51846641436626,1.0578324387013325,35.970662948965696,35.31489026065452,36.62643563727686,1.311545376622341,0.00314598479808041,0.0018723691275486613,0.004419600468612159,-0.0025472313410634974,0.9486188052269893,0.9419649594025833,0.9552726510513952,0.013307691648811959,0.027324978348109808,0.02361595054909485,0.031034006147124767,0.007418055598029917,0.7715654924748316,39.33673822055474,57.34809708607893,0.032162153720255264,0.7253606549636525,38.55779290925663,58.51846641436626,0.04062386762607187,0.6937757357878516,38.55779290925663,58.51846641436626,0.04000190842086856
clean,clean,clean-000,2,0.03710168187927798,0.03710168187927798,0.77386808598974,0.77386808598974,0.031776045035073565,0.04529232768099921,0.8191604136707392,5.529115778195358,0.03849847852884933,0.8027772053973244,4.795661644353117,reno,0.034949512599025206,0,0,0,0,noop,-0.0031734675639516416,1,not_risky,0,0,0.0,54.48704381453413,1.1097986212421425,45.12224745437514,46.90043418679174,46.90043418679174,0.011112476706441395,0.9701881313567345,0.031776045035073565,0.38504087174665313,1.1585472510047936,1.1585472510047936,1.030727925522626,1.0,0.00023693760834246025,56.822048068188444,54.48704381453413,58.51846641436626,-2.9735901611307938,39.61392002824105,35.31489026065452,46.90043418679174,11.58554392613722,0.005801482100867405,0.0018723691275486613,0.011112476706441395,0.006692876237829236,0.9558085806035711,0.9419649594025833,0.9701881313567345,0.02822317195415125,0.028808667243764394,0.02361595054909485,0.031776045035073565,0.008160094485978715,0.8191604136707392,45.5734699289189,53.39730293824345,0.034949512599025206,0.772438072459826,44.67102497983139,54.48704381453413,0.05390073320084529,0.7501536263377535,44.67102497983139,54.48704381453413,0.04190993983865389
clean,clean,clean-000,3,0.03999681261136876,0.03999681261136876,0.7338660647903288,0.7338660647903288,0.04324951789875377,0.05096248430019275,0.7848285490905216,6.493454444190303,0.04331811165516383,0.7691319781087111,5.63207783424669,reno,0.037298589157447944,0,0,0,0,noop,0.0059509287413058234,1,not_risky,0,0,0.0,55.22972074530895,0.6078101104480585,38.35153885136338,39.162555062586414,46.19692767398986,0.003815816112081094,0.932452971383407,0.04324951789875377,0.373009024677046,0.8499474431131142,1.1411690422397216,1.072440145175771,0.847730726574616,9.743532070323212e-05,56.42396623746857,54.48704381453413,58.51846641436626,-2.2309132303559736,39.501078786827385,35.31489026065452,46.90043418679174,3.8476648019318915,0.005305065603670827,0.0018723691275486613,0.011112476706441395,-0.0006037843565310647,0.9499696782985301,0.932452971383407,0.9701881313567345,-0.009511988019176298,0.03241887990751174,0.02361595054909485,0.04324951789875377,0.019633567349658917,0.7848285490905216,38.735054239877016,54.12512633040277,0.037298589157447944,0.7257367392167068,37.96802346284974,55.22972074530895,0.07051870279073118,0.704926618985815,37.96802346284974,55.22972074530895,0.03068330893929575
clean,clean,clean-000,4,0.025498066012389745,0.025498066012389745,0.7310914536397858,0.7310914536397858,0.021312308736956494,0.03335494303248215,0.7644463966722679,4.363280823571207,0.028351701577609825,0.7491574687388225,3.7844782653423734,reno,0.016781546674162796,0,0,0,0,noop,0.004530762062793698,1,not_risky,0,0,0.0,56.08498744814845,0.4587113695758819,45.901316390261236,46.1538860045074,46.1538860045074,0.014048036904948692,0.952827787887687,0.021312308736956494,0.35452914531032015,1.1968572256815573,1.1968572256815573,1.0495075948791215,1.0,0.00030437387013472185,56.08005460558945,54.48704381453413,58.51846641436626,-2.4334789662178054,42.210827722790604,36.62643563727686,46.90043418679174,9.527450367230536,0.0077121747127549605,0.0018723691275486613,0.014048036904948692,0.012175667777400031,0.9526853854198059,0.932452971383407,0.9701881313567345,-0.0024448631637082885,0.03184296945447715,0.021312308736956494,0.04324951789875377,-0.009721697410168272,0.7644463966722679,46.36032955416385,54.963287699185486,0.016781546674162796,0.7048224958709409,45.442303226358625,56.08498744814845,0.024426713750740046,0.7014711164276178,45.442303226358625,56.08498744814845,0.027096077522857517
clean,clean,clean-000,5,0.033981191651996125,0.033981191651996125,0.7242958778869011,0.7242958778869011,0.03432307683315233,0.044216824948530256,0.7685127028354314,5.7535581110620635,0.03758430120625072,0.7531424487787227,4.990331014696689,reno,0.04619963323258199,0,0,0,0,noop,-0.01187655639942966,1,not_risky,0,0,0.0,54.86850461229031,0.5221483663136036,44.68052761974848,43.81616372495001,45.461577714439784,0.0011141206995343034,0.9289771967762386,0.03432307683315233,0.3079901513821357,0.9734040575191049,1.178904367296334,1.0764526873966622,0.9638064917186728,2.5427162143359793e-05,55.16756415507046,54.48704381453413,56.08498744814845,0.38146079775617636,44.00825974470889,39.162555062586414,46.90043418679174,-3.084270461841733,0.007522612605751371,0.0011141206995343034,0.014048036904948692,-0.009998356006907091,0.9461115218510168,0.9289771967762386,0.9701881313567345,-0.04121093458049596,0.03266523712598404,0.021312308736956494,0.04324951789875377,0.002547031798078768,0.7685127028354314,45.12733289594597,53.771134520044505,0.04619963323258199,0.7281928682449599,44.233722343550994,54.86850461229031,0.06044261797037376,0.6982575283701898,44.233722343550994,54.86850461229031,0.053141352599652074
clean,clean,clean-000,6,0.04552157863682185,0.04552157863682185,0.7339996854305452,0.7339996854305452,0.04243099506927922,0.05751218678431259,0.7915118722148577,7.2661180208678875,0.0488853587666657,0.7756816347705606,6.30224522218133,reno,0.051882053729749654,0,0,0,0,noop,-0.009451058660470434,1,not_risky,0,0,0.0,57.56464653032913,0.9438802341903898,42.91312758608406,39.55639030277757,44.77965404872319,0.009779669891302778,0.9626559899345489,0.04243099506927922,0.33662387249907466,0.9604436176603419,1.161220801786889,1.0387926844645616,0.8833563175753354,0.0002472336281558044,55.93696483401921,54.86850461229031,57.56464653032913,2.3349257850201752,42.17224877370535,39.162555062586414,46.1538860045074,0.3938352401911587,0.007189410901966717,0.0011141206995343034,0.014048036904948692,0.005963853779221684,0.9442284864954703,0.9289771967762386,0.9626559899345489,0.030203018551141936,0.03532897463453545,0.021312308736956494,0.04324951789875377,-0.0008185228294745467,0.7915118722148577,43.3422588619449,56.41335359972254,0.051882053729749654,0.740302353174734,42.48399631022322,57.56464653032913,0.06956622452683879,0.7232539453612399,42.48399631022322,57.56464653032913,0.06510662842741799
clean,clean,clean-000,7,0.04150171776541119,0.04150171776541119,0.746499227966791,0.746499227966791,0.008423011734143702,0.05197619909027591,0.798475427057067,6.509430012372964,0.04417976922673453,0.7825059185159257,5.645934194405122,reno,0.023167216364584756,0,0,0,0,noop,-0.014744204630441054,1,not_risky,0,0,0.0,56.63888874537197,0.4267363097152088,46.00895652570335,45.279272437203325,45.279272437203325,0.01282933951960034,0.9672524845422453,0.008423011734143702,0.34956892900676906,1.0721417690521164,1.1438024897600856,1.0338562226317283,1.0,0.0002833380226546932,56.28925683403496,54.86850461229031,57.56464653032913,0.5539012972235184,43.701428117359576,39.55639030277757,46.1538860045074,-0.874613567304074,0.00944279175384653,0.0011141206995343034,0.014048036904948692,-0.0012186973853483517,0.95292836478518,0.9289771967762386,0.9672524845422453,0.014424696654558367,0.026622348093382937,0.008423011734143702,0.04243099506927922,-0.012889297002812793,0.798475427057067,46.46904609096038,55.50611097046453,0.023167216364584756,0.7569028263137542,45.54886696044631,56.63888874537197,0.03527955130463098,0.732998445085076,45.54886696044631,56.63888874537197,0.014671156808483325
clean,clean,clean-000,8,0.015387001239387613,0.015387001239387613,0.7810335651186536,0.7810335651186536,0.03209352638862256,0.019227477558952516,0.8002610426776061,2.402650701903343,0.01634335592510964,0.784255821824054,2.083931731242696,reno,0.017864888728559757,0,0,0,0,noop,0.014228637660062805,1,not_risky,0,0,0.0,54.664736550623516,0.8322905957503975,45.23763187837234,43.37864475095917,44.60008335064528,0.0015662989757725043,0.954510276714419,0.03209352638862256,0.32674978966954604,0.9832353370826808,1.1266454524136842,1.0476576569108969,0.9726135354931251,3.610760513069904e-05,55.93419410965373,54.664736550623516,57.56464653032913,-0.20376806166679273,43.00761780397252,39.55639030277757,45.279272437203325,-0.4375189739908407,0.006322357271552482,0.0011141206995343034,0.01282933951960034,0.00045217827623820084,0.9533489869918629,0.9289771967762386,0.9672524845422453,0.025533079938180436,0.029317652506299453,0.008423011734143702,0.04243099506927922,-0.002229550444529771,0.8002610426776061,45.69000819715606,53.571441819611046,0.017864888728559757,0.7403626957143877,44.78525555958862,54.664736550623516,0.0420397685630027,0.7366067950990749,44.78525555958862,54.664736550623516,0.018341616040676554
clean,clean,clean-000,9,0.019097731659519716,0.019097731659519716,0.760879181941906,0.760879181941906,0.019258829685204447,0.024322084632933366,0.7852012665748394,3.0975605450854395,0.02067377193799336,0.7694972412433425,2.6866596564516567,reno,0.03160508185884264,0,0,0,0,noop,-0.012346252173638196,1,not_risky,0,0,0.0,54.81434745757291,0.23695396369801425,50.081770476889815,48.75243234998387,48.75243234998387,0.010185478755602436,0.9477171056238756,0.019258829685204447,0.3139284964753874,1.1070820553016925,1.109745770627479,1.055167195005631,1.0,0.0002089224734979978,55.92065482097438,54.664736550623516,57.56464653032913,-2.7502990727562207,44.24168496023099,39.55639030277757,48.75243234998387,9.196042047206298,0.008590196785569514,0.0015662989757725043,0.01282933951960034,0.00040580886429965844,0.9580339642037723,0.9477171056238756,0.9672524845422453,-0.014938884310673362,0.025551590719312484,0.008423011734143702,0.04243099506927922,-0.023172165384074773,0.7852012665748394,50.582588181658714,53.718060508421445,0.03160508185884264,0.7413186711170234,49.58095277212092,54.81434745757291,0.05011963262071578,0.7147325720269408,49.58095277212092,54.81434745757291,0.012162432098987201
