setup,trace_type,episode_id,episode_step,segment_index,segment_role,segment_label,severity,intended_action,best_baseline_method,description
clean,clean,clean-000,0,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,1,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,2,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,3,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,4,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,5,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,6,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,7,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,8,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,9,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,10,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,11,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,12,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,13,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,14,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,15,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
clean,clean,clean-000,16,0,clean_profile,benign_steady,0.5684808436607272,noop,reno,Benign synthetic clean profile: benign_steady.
